2023-09-26 22:55:17,453 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2023-09-26 22:55:17,454 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2023-09-26 22:55:18,348 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2023-09-26 22:55:18,352 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2023-09-26 22:55:18,354 [Worker-16] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2023-09-26 22:55:18,357 [Worker-16] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2023-09-26 22:57:37,340 [Worker-9] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2023-09-26 22:57:40,098 [Worker-9] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.infinite.springcore:springcore:0.0.1-SNAPSHOT @ C:\java_backend\spring\springcore\pom.xml.
2023-09-26 22:57:40,125 [Worker-9] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.infinite.spring:SpringExamples:0.0.1-SNAPSHOT @ C:\java_backend\spring\SpringExamples\pom.xml.
2023-09-26 22:57:40,436 [Worker-9] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /springcore/src/main/java
2023-09-26 22:57:40,437 [Worker-9] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /springcore/src/main/resources
2023-09-26 22:57:40,437 [Worker-9] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /springcore/src/test/java
2023-09-26 22:57:40,437 [Worker-9] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /springcore/src/test/resources
2023-09-26 22:57:40,532 [Worker-9] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 3 sec
